File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,"American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area",Combined Statistical Area,"Metropolitan Statistical Area-Metropolitan Division",Metropolitan Area Central City,"Metropolitan/MicropolitanIndicator Flag",New England City and Town Area,"New England City and TownCombined Statistical Area","New England City and Town AreaDivision",Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,"Public Use Microdata Area – 5%File",Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,% Population 25 Years and Over: Less than High School,% Population 25 Years and Over: High School Graduate (Includes Equivalency),% Population 25 Years and Over: Some College,% Population 25 Years and Over: Bachelor's Degree,% Population 25 Years and Over: Master's Degree,% Population 25 Years and Over: Professional School Degree,% Population 25 Years and Over: Doctorate Degree,Median Household Income (In 2021 Inflation Adjusted Dollars)
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A14006_001
ACSSF,ar,312,0,33,,,,,5,,,66080,,,,,,,,,,22220,,,,,,,,,,,,,,,,,,Y,,31200US222200566080,Springdale city,,,"Springdale city, AR; Fayetteville-Springdale-Rogers, AR Metro Area",2.22201E+11,108257684,677890,566080,,,,,,,54155,13055,17226,11922,8085,2714,917,236,24.11,31.81,22.01,14.93,5.01,1.69,0.44,63396
ACSSF,az,312,0,40,,,,,4,,,23620,,,,,,,,,,22380,,,,,,,,,,,,,,,,,,Y,,31200US223800423620,Flagstaff city,,,"Flagstaff city, AZ; Flagstaff, AZ Metro Area",2.238E+11,165425978,93209,423620,,,,,,,40608,2048,8048,11159,11807,5347,842,1357,5.04,19.82,27.48,29.08,13.17,2.07,3.34,61386
ACSSF,mi,312,0,92,,,,,26,,,29000,,,,,,,,,,22420,,,,,,,,,,,,,,,,,,Y,,31200US224202629000,Flint city,,,"Flint city, MI; Flint, MI Metro Area",2.24203E+11,86546667,1646990,2629000,,,,,,,53438,8935,18446,18129,4904,2458,407,159,16.72,34.52,33.93,9.18,4.6,0.76,0.3,37102
ACSSF,co,312,0,50,,,,,8,,,27425,,,,,,,,,,22660,,,,,,,,,,,,,,,,,,Y,,31200US226600827425,Fort Collins city,,,"Fort Collins city, CO; Fort Collins, CO Metro Area",2.26601E+11,140577752,3251698,827425,,,,,,,104081,4023,13596,25530,35309,18263,3046,4314,3.87,13.06,24.53,33.92,17.55,2.93,4.14,73945
ACSSF,ar,312,0,34,,,,,5,,,24550,,,,,,,,,,22900,,,,,,,,,,,,,,,,,,Y,,31200US229000524550,Fort Smith city,,,"Fort Smith city, AR; Fort Smith, AR-OK Metro Area",2.29001E+11,160490540,10031982,524550,,,,,,,59415,9702,17576,18153,8050,3977,671,1286,16.33,29.58,30.55,13.55,6.69,1.13,2.16,44718
ACSSF,in,312,0,70,,,,,18,,,25000,,,,,,,,,,23060,,,,,,,,,,,,,,,,,,Y,,31200US230601825000,Fort Wayne city,,,"Fort Wayne city, IN; Fort Wayne, IN Metro Area",2.30602E+11,286500436,553423,1825000,,,,,,,173358,20381,48755,56106,33237,11477,2190,1212,11.76,28.12,32.36,19.17,6.62,1.26,0.7,54737
ACSSF,ca,312,0,198,,,,,6,,,27000,,,,,,,,,,23420,,,,,,,,,,,,,,,,,,Y,,31200US234200627000,Fresno city,,,"Fresno city, CA; Fresno, CA Metro Area",2.34201E+11,289966538,910373,627000,,,,,,,340182,67652,81111,102712,60521,18829,6122,3235,19.89,23.84,30.19,17.79,5.53,1.8,0.95,61250
ACSSF,fl,312,0,113,,,,,12,,,25175,,,,,,,,,,23540,,,,,,,,,,,,,,,,,,Y,,31200US235401225175,Gainesville city,,,"Gainesville city, FL; Gainesville, FL Metro Area",2.35401E+11,158778571,2816616,1225175,,,,,,,79107,4777,16261,20272,17403,12451,4250,3693,6.04,20.56,25.63,22,15.74,5.37,4.67,40822
ACSSF,co,312,0,51,,,,,8,,,31660,,,,,,,,,,24300,,,,,,,,,,,,,,,,,,Y,,31200US243000831660,Grand Junction city,,,"Grand Junction city, CO; Grand Junction, CO Metro Area",2.43001E+11,98983747,973307,831660,,,,,,,46645,3609,11641,16345,9911,3565,1051,523,7.74,24.96,35.04,21.25,7.64,2.25,1.12,59201
ACSSF,mi,312,0,93,,,,,26,,,34000,,,,,,,,,,24340,,,,,,,,,,,,,,,,,,Y,,31200US243402634000,Grand Rapids city,,,"Grand Rapids city, MI; Grand Rapids-Kentwood, MI Metro Area",2.43403E+11,114983518,2252020,2634000,,,,,,,131954,12997,29568,36266,34162,13462,3487,2012,9.85,22.41,27.48,25.89,10.2,2.64,1.52,59596
ACSSF,co,312,0,52,,,,,8,,,32155,,,,,,,,,,24540,,,,,,,,,,,,,,,,,,Y,,31200US245400832155,Greeley city,,,"Greeley city, CO; Greeley, CO Metro Area",2.45401E+11,120562745,261593,832155,,,,,,,66800,11879,15239,22301,9551,5950,634,1246,17.78,22.81,33.38,14.3,8.91,0.95,1.87,64853
ACSSF,wi,312,0,59,,,,,55,,,31000,,,,,,,,,,24580,,,,,,,,,,,,,,,,,,Y,,31200US245805531000,Green Bay city,,,"Green Bay city, WI; Green Bay, WI Metro Area",2.45806E+11,117758394,27155878,5531000,,,,,,,74331,6299,25760,22106,14712,3760,760,934,8.47,34.66,29.74,19.79,5.06,1.02,1.26,51908
ACSSF,nc,312,0,73,,,,,37,,,28000,,,,,,,,,,24660,,,,,,,,,,,,,,,,,,Y,,31200US246603728000,Greensboro city,,,"Greensboro city, NC; Greensboro-High Point, NC Metro Area",2.46604E+11,327673360,13690607,3728000,,,,,,,198941,17392,45198,60616,47374,21037,4046,3278,8.74,22.72,30.47,23.81,10.57,2.03,1.65,51825
ACSSF,nc,312,0,74,,,,,37,,,31400,,,,,,,,,,24660,,,,,,,,,,,,,,,,,,Y,,31200US246603731400,High Point city,,,"High Point city, NC (part); Greensboro-High Point, NC Metro Area",2.46604E+11,132976500,4254978,3731400,,,,,,,69718,8812,15683,18965,17718,6694,931,915,12.64,22.49,27.2,25.41,9.6,1.34,1.31,58905
ACSSF,nc,312,0,75,,,,,37,,,28080,,,,,,,,,,24780,,,,,,,,,,,,,,,,,,Y,,31200US247803728080,Greenville city,,,"Greenville city, NC; Greenville, NC Metro Area",2.47804E+11,89631292,1955267,3728080,,,,,,,47558,3588,9757,15727,9262,5441,2507,1276,7.54,20.52,33.07,19.48,11.44,5.27,2.68,36687
ACSSF,sc,312,0,44,,,,,45,,,30850,,,,,,,,,,24860,,,,,,,,,,,,,,,,,,Y,,31200US248604530850,Greenville city,,,"Greenville city, SC; Greenville-Anderson, SC Metro Area",2.48605E+11,74252261,383993,4530850,,,,,,,48816,3334,7642,10691,16744,6790,2743,872,6.83,15.65,21.9,34.3,13.91,5.62,1.79,57253
ACSSF,ms,312,0,26,,,,,28,,,29700,,,,,,,,,,25060,,,,,,,,,,,,,,,,,,Y,,31200US250602829700,Gulfport city,,,"Gulfport city, MS; Gulfport-Biloxi, MS Metro Area",2.50603E+11,143982054,21759487,2829700,,,,,,,48584,7332,13627,15495,7712,3282,636,500,15.09,28.05,31.89,15.87,6.76,1.31,1.03,43066
ACSSF,ct,312,0,39,,,,,9,,,37000,,,,,,,,,,25540,,,,,,,,,,,,,,,,,,Y,,31200US255400937000,Hartford city,,,"Hartford city, CT; Hartford-East Hartford-Middletown, CT Metro Area",2.55401E+11,45016243,1748078,937000,,,,,,,73884,18968,25958,16370,6970,4172,1016,430,25.67,35.13,22.16,9.43,5.65,1.38,0.58,42468
ACSSF,tx,312,0,150,,,,,48,,,6128,,,,,,,,,,26420,,,,,,,,,,,,,,,,,,Y,,31200US264204806128,Baytown city,,,"Baytown city, TX; Houston-The Woodlands-Sugar Land, TX Metro Area",2.64205E+11,91802008,2765396,4806128,,,,,,,48021,10386,15061,14822,4678,2468,181,425,21.63,31.36,30.87,9.74,5.14,0.38,0.89,48287
ACSSF,tx,312,0,151,,,,,48,,,16432,,,,,,,,,,26420,,,,,,,,,,,,,,,,,,Y,,31200US264204816432,Conroe city,,,"Conroe city, TX; Houston-The Woodlands-Sugar Land, TX Metro Area",2.64205E+11,136529942,1177152,4816432,,,,,,,60215,6403,11087,19263,17299,4770,1244,149,10.63,18.41,31.99,28.73,7.92,2.07,0.25,68428
ACSSF,tx,312,0,152,,,,,48,,,35000,,,,,,,,,,26420,,,,,,,,,,,,,,,,,,Y,,31200US264204835000,Houston city,,,"Houston city, TX; Houston-The Woodlands-Sugar Land, TX Metro Area",2.64205E+11,1552929379,72277296,4835000,,,,,,,1526340,319958,323536,329044,328545,141891,50165,33201,20.96,21.2,21.56,21.53,9.3,3.29,2.18,55499
ACSSF,tx,312,0,153,,,,,48,,,70808,,,,,,,,,,26420,,,,,,,,,,,,,,,,,,Y,,31200US264204870808,Sugar Land city,,,"Sugar Land city, TX; Houston-The Woodlands-Sugar Land, TX Metro Area",2.64205E+11,83860227,4246144,4870808,,,,,,,73710,3986,9109,12465,28446,13192,2874,3638,5.41,12.36,16.91,38.59,17.9,3.9,4.94,112868
ACSSF,tx,312,0,154,,,,,48,,,72656,,,,,,,,,,26420,,,,,,,,,,,,,,,,,,Y,,31200US264204872656,The Woodlands CDP,,,"The Woodlands CDP, TX; Houston-The Woodlands-Sugar Land, TX Metro Area",2.64205E+11,,,4872656,,,,,,,79676,2646,8066,18278,29191,15142,4046,2307,3.32,10.12,22.94,36.64,19,5.08,2.9,104787
ACSSF,al,312,0,45,,,,,1,,,37000,,,,,,,,,,26620,,,,,,,,,,,,,,,,,,Y,,31200US266200137000,Huntsville city,,,"Huntsville city, AL (part); Huntsville, AL Metro Area",2.662E+11,541447291,3472583,137000,,,,,,,150060,10979,25517,40239,41247,24337,3787,3954,7.32,17,26.82,27.49,16.22,2.52,2.63,70757
ACSSF,id,312,0,24,,,,,16,,,39700,,,,,,,,,,26820,,,,,,,,,,,,,,,,,,Y,,31200US268201639700,Idaho Falls city,,,"Idaho Falls city, ID; Idaho Falls, ID Metro Area",2.68202E+11,57884394,1176878,1639700,,,,,,,43241,4361,10283,15036,8240,3701,821,799,10.09,23.78,34.77,19.06,8.56,1.9,1.85,61833
ACSSF,in,312,0,71,,,,,18,,,10342,,,,,,,,,,26900,,,,,,,,,,,,,,,,,,Y,,31200US269001810342,Carmel city,,,"Carmel city, IN; Indianapolis-Carmel-Anderson, IN Metro Area",2.69002E+11,122929266,2809967,1810342,,,,,,,70585,1360,5133,12047,29885,13144,5422,3594,1.93,7.27,17.07,42.34,18.62,7.68,5.09,106990
ACSSF,in,312,0,72,,,,,18,,,36003,,,,,,,,,,26900,,,,,,,,,,,,,,,,,,Y,,31200US269001836003,Indianapolis city (balance),,,"Indianapolis city (balance), IN; Indianapolis-Carmel-Anderson, IN Metro Area",2.69002E+11,936107645,17072644,1836003,,,,,,,582418,68185,159832,152433,128259,50561,14701,8447,11.71,27.44,26.17,22.02,8.68,2.52,1.45,58479
ACSSF,ia,312,0,37,,,,,19,,,38595,,,,,,,,,,26980,,,,,,,,,,,,,,,,,,Y,,31200US269801938595,Iowa City city,,,"Iowa City city, IA; Iowa City, IA Metro Area",2.69802E+11,64778345,700045,1938595,,,,,,,40813,909,4208,11235,12085,7538,1397,3441,2.23,10.31,27.53,29.61,18.47,3.42,8.43,61301
ACSSF,ms,312,0,27,,,,,28,,,36000,,,,,,,,,,27140,,,,,,,,,,,,,,,,,,Y,,31200US271402836000,Jackson city,,,"Jackson city, MS; Jackson, MS Metro Area",2.71403E+11,287608021,5690343,2836000,,,,,,,97401,12893,24123,32110,16308,7761,2347,1859,13.24,24.77,32.97,16.74,7.97,2.41,1.91,35070
ACSSF,tn,312,0,44,,,,,47,,,37640,,,,,,,,,,27180,,,,,,,,,,,,,,,,,,Y,,31200US271804737640,Jackson city,,,"Jackson city, TN; Jackson, TN Metro Area",2.71805E+11,139160233,0,4737640,,,,,,,42521,4289,13109,12799,7453,3385,607,879,10.09,30.83,30.1,17.53,7.96,1.43,2.07,45651
ACSSF,fl,312,0,114,,,,,12,,,35000,,,,,,,,,,27260,,,,,,,,,,,,,,,,,,Y,,31200US272601235000,Jacksonville city,,,"Jacksonville city, FL; Jacksonville, FL Metro Area",2.72601E+11,1934729255,330550113,1235000,,,,,,,655734,60049,180221,203594,143234,50693,10164,7779,9.16,27.48,31.05,21.84,7.73,1.55,1.19,58621
ACSSF,nc,312,0,76,,,,,37,,,34200,,,,,,,,,,27340,,,,,,,,,,,,,,,,,,Y,,31200US273403734200,Jacksonville city,,,"Jacksonville city, NC; Jacksonville, NC Metro Area",2.73404E+11,120461418,10871962,3734200,,,,,,,,,,,,,,,,,,,,,,44497
ACSSF,wi,312,0,60,,,,,55,,,37825,,,,,,,,,,27500,,,,,,,,,,,,,,,,,,Y,,31200US275005537825,Janesville city,,,"Janesville city, WI; Janesville-Beloit, WI Metro Area",2.75006E+11,87694528,1523867,5537825,,,,,,,46231,3426,15200,16193,7614,2829,494,475,7.41,32.88,35.03,16.47,6.12,1.07,1.03,63435
ACSSF,tn,312,0,45,,,,,47,,,38320,,,,,,,,,,27740,,,,,,,,,,,,,,,,,,Y,,31200US277404738320,Johnson City city,,,"Johnson City city, TN (part); Johnson City, TN Metro Area",2.77405E+11,109632453,824750,4738320,,,,,,,45677,2925,10514,13231,11231,4080,2415,1281,6.4,23.02,28.97,24.59,8.93,5.29,2.8,55020
ACSSF,ar,312,0,35,,,,,5,,,35710,,,,,,,,,,27860,,,,,,,,,,,,,,,,,,Y,,31200US278600535710,Jonesboro city,,,"Jonesboro city, AR; Jonesboro, AR Metro Area",2.78601E+11,206860548,1490954,535710,,,,,,,49908,4982,12245,15572,10629,4755,1155,570,9.98,24.54,31.2,21.3,9.53,2.31,1.14,45497
ACSSF,mi,312,0,94,,,,,26,,,42160,,,,,,,,,,28020,,,,,,,,,,,,,,,,,,Y,,31200US280202642160,Kalamazoo city,,,"Kalamazoo city, MI; Kalamazoo-Portage, MI Metro Area",2.80203E+11,63931755,1117922,2642160,,,,,,,38406,3454,9054,11619,7810,4431,902,1136,8.99,23.57,30.25,20.34,11.54,2.35,2.96,40227
ACSSF,ks,312,0,35,,,,,20,,,36000,,,,,,,,,,28140,,,,,,,,,,,,,,,,,,Y,,31200US281402036000,Kansas City city,,,"Kansas City city, KS; Kansas City, MO-KS Metro Area",2.81402E+11,323255557,9237373,2036000,,,,,,,97885,18739,31802,26449,13692,5372,1264,567,19.14,32.49,27.02,13.99,5.49,1.29,0.58,53884
ACSSF,ks,312,0,36,,,,,20,,,53775,,,,,,,,,,28140,,,,,,,,,,,,,,,,,,Y,,31200US281402053775,Overland Park city,,,"Overland Park city, KS; Kansas City, MO-KS Metro Area",2.81402E+11,193838595,1374301,2053775,,,,,,,136060,4324,14835,30024,53058,23651,7415,2753,3.18,10.9,22.07,39,17.38,5.45,2.02,89280
ACSSF,mo,312,0,54,,,,,29,,,38000,,,,,,,,,,28140,,,,,,,,,,,,,,,,,,Y,,31200US281402938000,Kansas City city,,,"Kansas City city, MO; Kansas City, MO-KS Metro Area",2.81403E+11,815717156,10575319,2938000,,,,,,,350305,26627,86445,101788,86239,35874,9203,4129,7.6,24.68,29.06,24.62,10.24,2.63,1.18,63396
ACSSF,wa,312,0,54,,,,,53,,,35275,,,,,,,,,,28420,,,,,,,,,,,,,,,,,,Y,,31200US284205335275,Kennewick city,,,"Kennewick city, WA; Kennewick-Richland, WA Metro Area",2.84205E+11,69756231,3696448,5335275,,,,,,,54742,10157,13172,17066,9095,4180,887,185,18.55,24.06,31.18,16.61,7.64,1.62,0.34,56041
ACSSF,tx,312,0,155,,,,,48,,,39148,,,,,,,,,,28660,,,,,,,,,,,,,,,,,,Y,,31200US286604839148,Killeen city,,,"Killeen city, TX; Killeen-Temple, TX Metro Area",2.86605E+11,138772524,1738835,4839148,,,,,,,89807,9292,22909,38165,13312,5524,210,395,10.35,25.51,42.5,14.82,6.15,0.23,0.44,51619
ACSSF,tx,312,0,156,,,,,48,,,72176,,,,,,,,,,28660,,,,,,,,,,,,,,,,,,Y,,31200US286604872176,Temple city,,,"Temple city, TX; Killeen-Temple, TX Metro Area",2.86605E+11,178724837,1076122,4872176,,,,,,,55801,5134,14381,18691,10252,4715,1878,750,9.2,25.77,33.5,18.37,8.45,3.37,1.34,58284
ACSSF,tn,312,0,46,,,,,47,,,40000,,,,,,,,,,28940,,,,,,,,,,,,,,,,,,Y,,31200US289404740000,Knoxville city,,,"Knoxville city, TN; Knoxville, TN Metro Area",2.89405E+11,255167207,14631562,4740000,,,,,,,124268,12582,31011,36876,26972,10237,3775,2815,10.12,24.95,29.67,21.7,8.24,3.04,2.27,45700
ACSSF,la,312,0,38,,,,,22,,,40735,,,,,,,,,,29180,,,,,,,,,,,,,,,,,,Y,,31200US291802240735,Lafayette city,,,"Lafayette city, LA; Lafayette, LA Metro Area",2.91802E+11,127508556,316705,2240735,,,,,,,81369,8735,20720,20114,19210,6975,3476,2139,10.74,25.46,24.72,23.61,8.57,4.27,2.63,57953
ACSSF,in,312,0,73,,,,,18,,,40788,,,,,,,,,,29200,,,,,,,,,,,,,,,,,,Y,,31200US292001840788,Lafayette city,,,"Lafayette city, IN; Lafayette-West Lafayette, IN Metro Area",2.92002E+11,,,1840788,,,,,,,46651,4400,14610,13742,10065,2796,326,712,9.43,31.32,29.46,21.58,5.99,0.7,1.53,47456
ACSSF,la,312,0,39,,,,,22,,,41155,,,,,,,,,,29340,,,,,,,,,,,,,,,,,,Y,,31200US293402241155,Lake Charles city,,,"Lake Charles city, LA; Lake Charles, LA Metro Area",2.93402E+11,108925853,7105358,2241155,,,,,,,55109,6413,16882,16650,9785,1927,2860,592,11.64,30.63,30.21,17.76,3.5,5.19,1.07,45995
ACSSF,fl,312,0,115,,,,,12,,,38250,,,,,,,,,,29460,,,,,,,,,,,,,,,,,,Y,,31200US294601238250,Lakeland city,,,"Lakeland city, FL; Lakeland-Winter Haven, FL Metro Area",2.94601E+11,169052086,23353611,1238250,,,,,,,79555,6489,28614,23115,13398,4829,1623,1487,8.16,35.97,29.06,16.84,6.07,2.04,1.87,55029
ACSSF,mi,312,0,95,,,,,26,,,46000,,,,,,,,,,29620,,,,,,,,,,,,,,,,,,Y,,31200US296202646000,Lansing city,,,"Lansing city, MI; Lansing-East Lansing, MI Metro Area",2.96203E+11,93366094,1622034,2646000,,,,,,,74175,7396,19767,23605,15352,5714,1021,1320,9.97,26.65,31.82,20.7,7.7,1.38,1.78,48818
ACSSF,tx,312,0,157,,,,,48,,,41464,,,,,,,,,,29700,,,,,,,,,,,,,,,,,,Y,,31200US297004841464,Laredo city,,,"Laredo city, TX; Laredo, TX Metro Area",2.97005E+11,230271380,3754983,4841464,,,,,,,147006,39960,32776,43120,21811,6454,2240,645,27.18,22.3,29.33,14.84,4.39,1.52,0.44,52438
ACSSF,nm,312,0,26,,,,,35,,,39380,,,,,,,,,,29740,,,,,,,,,,,,,,,,,,Y,,31200US297403539380,Las Cruces city,,,"Las Cruces city, NM; Las Cruces, NM Metro Area",2.97404E+11,198112966,357287,3539380,,,,,,,70251,10206,14177,22278,13775,6750,1528,1537,14.53,20.18,31.71,19.61,9.61,2.18,2.19,42058
ACSSF,nv,312,0,23,,,,,32,,,31900,,,,,,,,,,29820,,,,,,,,,,,,,,,,,,Y,,31200US298203231900,Henderson city,,,"Henderson city, NV; Las Vegas-Henderson-Paradise, NV Metro Area",2.98203E+11,,,3231900,,,,,,,227779,14060,53199,80324,51130,21316,4556,3194,6.17,23.36,35.26,22.45,9.36,2,1.4,77924
ACSSF,nv,312,0,24,,,,,32,,,40000,,,,,,,,,,29820,,,,,,,,,,,,,,,,,,Y,,31200US298203240000,Las Vegas city,,,"Las Vegas city, NV; Las Vegas-Henderson-Paradise, NV Metro Area",2.98203E+11,351758506,133986,3240000,,,,,,,456127,66620,122367,141369,79568,32835,8629,4739,14.61,26.83,30.99,17.44,7.2,1.89,1.04,59746
ACSSF,nv,312,0,25,,,,,32,,,54600,,,,,,,,,,29820,,,,,,,,,,,,,,,,,,Y,,31200US298203254600,Paradise CDP,,,"Paradise CDP, NV; Las Vegas-Henderson-Paradise, NV Metro Area",2.98203E+11,120996826,0,3254600,,,,,,,131746,20543,39306,40624,20352,7118,2368,1435,15.59,29.83,30.84,15.45,5.4,1.8,1.09,50096
ACSSF,ks,312,0,37,,,,,20,,,38900,,,,,,,,,,29940,,,,,,,,,,,,,,,,,,Y,,31200US299402038900,Lawrence city,,,"Lawrence city, KS; Lawrence, KS Metro Area",2.99402E+11,86930389,1810665,2038900,,,,,,,57431,2524,9123,14615,16460,8739,2521,3449,4.39,15.89,25.45,28.66,15.22,4.39,6.01,52475
ACSSF,ok,312,0,30,,,,,40,,,41850,,,,,,,,,,30020,,,,,,,,,,,,,,,,,,Y,,31200US300204041850,Lawton city,,,"Lawton city, OK; Lawton, OK Metro Area",3.00204E+11,209876123,0,4041850,,,,,,,57213,6851,17638,19446,8456,3619,564,639,11.97,30.83,33.99,14.78,6.33,0.99,1.12,44751
ACSSF,ky,312,0,31,,,,,21,,,46027,,,,,,,,,,30460,,,,,,,,,,,,,,,,,,Y,,31200US304602146027,Lexington-Fayette urban county,,,"Lexington-Fayette urban county, KY; Lexington-Fayette, KY Metro Area",3.04602E+11,734648526,4922803,2146027,,,,,,,209898,17191,40175,55304,56095,26221,7841,7071,8.19,19.14,26.35,26.72,12.49,3.74,3.37,60942
ACSSF,ne,312,0,20,,,,,31,,,28000,,,,,,,,,,30700,,,,,,,,,,,,,,,,,,Y,,31200US307003128000,Lincoln city,,,"Lincoln city, NE; Lincoln, NE Metro Area",3.07003E+11,230804010,3229386,3128000,,,,,,,181191,11165,36824,55251,48372,20102,4121,5356,6.16,20.32,30.49,26.7,11.09,2.27,2.96,62294
ACSSF,ar,312,0,36,,,,,5,,,15190,,,,,,,,,,30780,,,,,,,,,,,,,,,,,,Y,,31200US307800515190,Conway city,,,"Conway city, AR; Little Rock-North Little Rock-Conway, AR Metro Area",3.07801E+11,117431579,642459,515190,,,,,,,36296,1579,7588,11872,9282,3825,1587,563,4.35,20.91,32.71,25.57,10.54,4.37,1.55,53029
ACSSF,ar,312,0,37,,,,,5,,,41000,,,,,,,,,,30780,,,,,,,,,,,,,,,,,,Y,,31200US307800541000,Little Rock city,,,"Little Rock city, AR; Little Rock-North Little Rock-Conway, AR Metro Area",3.07801E+11,308725940,4641188,541000,,,,,,,137931,12657,27118,35907,36586,16520,5821,3322,9.18,19.66,26.03,26.52,11.98,4.22,2.41,53565
ACSSF,tx,312,0,158,,,,,48,,,43888,,,,,,,,,,30980,,,,,,,,,,,,,,,,,,Y,,31200US309804843888,Longview city,,,"Longview city, TX; Longview, TX Metro Area",3.09805E+11,135372819,273232,4843888,,,,,,,51111,7044,15968,17278,7366,2207,750,498,13.78,31.24,33.8,14.41,4.32,1.47,0.97,51209
ACSSF,ca,312,0,199,,,,,6,,,2000,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800602000,Anaheim city,,,"Anaheim city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,602000,,,,,,,238905,53944,51590,63027,48041,16259,3298,2746,22.58,21.59,26.38,20.11,6.81,1.38,1.15,81747
ACSSF,ca,312,0,200,,,,,6,,,8954,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800608954,Burbank city,,,"Burbank city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,608954,,,,,,,80582,6266,13780,25602,21552,9489,2858,1035,7.78,17.1,31.77,26.75,11.78,3.55,1.28,81177
ACSSF,ca,312,0,201,,,,,6,,,11530,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800611530,Carson city,,,"Carson city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,611530,,,,,,,65028,10003,16231,21487,13886,2739,284,398,15.38,24.96,33.04,21.35,4.21,0.44,0.61,92609
ACSSF,ca,312,0,202,,,,,6,,,16532,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800616532,Costa Mesa city,,,"Costa Mesa city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,616532,,,,,,,81247,7322,16895,21877,24239,7457,2529,928,9.01,20.79,26.93,29.83,9.18,3.11,1.14,97904
ACSSF,ca,312,0,203,,,,,6,,,30000,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800630000,Glendale city,,,"Glendale city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,630000,,,,,,,141319,13491,28345,31558,43072,16115,6147,2591,9.55,20.06,22.33,30.48,11.4,4.35,1.83,79633
ACSSF,ca,312,0,204,,,,,6,,,36770,,,,,,,,,,31080,,,,,,,,,,,,,,,,,,Y,,31200US310800636770,Irvine city,,,"Irvine city, CA; Los Angeles-Long Beach-Anaheim, CA Metro Area",3.10801E+11,,,636770,,,,,,,199921,8375,14974,40080,74686,40740,11616,9450,4.19,7.49,20.05,37.36,20.38,5.81,4.73,105774
